review	rating
يا جماعة حابب خبركم شو صار معي و مع عيلتي.. مبارح حجزت بمطعم تلة نصر يلي بمنطقة نعص. و لما حجزت عالتلفون خبروني انه المطعم فاضي بعد العيد و انه رح يعطوني طاولة بنص المطعم عالاطلالة. حجزت طاولة كبيرة و طلعت لهنيك عالغذاء مع عائلتي و معنا كان ضيوف. اول ما شافونا بالمطعم و سمعوا لهجتنا السورية قالنا الجرسون انه رح يعطينا طاولة بالقسم المغلق من المطعم. قلتله للجرسون بس انا حاجز برة و المطعم شبه فاضي بقى ليه بده يعطيني جوه المطعم بالقسم المغلق قام قالي انه كل الطاولات محجوزة.  قلتله ما انا عامل حجز من مبارح و على أساس طاولتي بنص المطعم عالاطلالة و ما في مشكلة.  قام عَصّب الجرسون و قال انه هاد الحاضر.  طلبت احكي مع صاحب المطعم مع العلم انه انا عندهم زبون معروف و دايما بطلع مع عائلتي و بيعرفوني منيح. رحت لعند صاحب المطعم و قلتله انه انا مستغرب من هالطريقة بالحكي معي و انه الجرسون يلي حاكاني قليل أدب قام بهدلني صاحب المطعم و قال "انا ما بسمحلك تحكي هيك عنه و هو احسن منك" و قال انه اذا ما عاجبني احمل حالي انا و عائلتي و ننقلع من مطعمه لانه "أنتو من اول العيد هلكتوني" قلتله مين انتو؟ ما انا ما اجيت لعندك كل العيد!!! قام قالي انتو السوريين هلكتوني و ما عاد بدي ياكم عندي بمطعمي و هاد المطعم الكم وهبوني ياه!!! زوجتي كانت معي عند صاحب المطعم و حاولت تحكي قام الجرسون قالها "رجلي فيكي!!!!!" انا بهاللحظة فعلا تفاجأت من نبرة الكراهية يلي بصوته و تفاجأت من الاهانة يلي تعرضنا الها انا و زوجتي و ضيوفنا يلي معنا. قلتله انه قليل أدب و نحنا ما بيشرفنا نفوت لعندك عالمطعم و ما بيشرف لبنان انك تكون لبناني و عندك هالكراهية كلها النا. هي اول مرة بتعرض لهيك إهانة و هيك موقف و بتمنى من الكل يقاطعوا هاد المطعم لانه شخص بهالكمية من الكراهية للسوريين ما لازم ندوس مطعمه رح قدم شكوى رسمية بهاد المطعم لوزارة السياحة اللبنانية يلي اكيد هاد التصرف ما ممكن تقبله بحق اي شخص غريب عّم يفيد قطاع السياحة و المطاعم بالبلد و هيك تصرف ينم عن زعرنة و قلة أدب و بيعطي صورة غير حضارية عن لبنان	1
ادارة فاشلة  دخلنا مجموعة اصدقاء طلبنا اراكيل وحلويات لكن الادارة رفضت الطلب لأننا لم نطلب عشاء وبررت الرفض بأنها مؤسسة لتقديم الطعام وليس فقط للاراكيل والمشروبات والحلويات	1
حسن الإستقبال وخدمة الزبائن مع الوجه البشوش من أهم صفات المطاعم في العالم ومع الأسف هذا ما يفتقده بعض موظفي هذا المطعم. إذ أظهر البعض الوجه العبوس  مع التحديق بالجالسين عداك عن إظهارهم لعدم رضاهم عن ما طلبت !! وصاروا يتوشوشون فيما بينهم أمامنا مرارا وتكرارا... كانت أول زيارة لي لهذا المطعم ولا شك أنها الأخيرة.	1
من اطيب المطاعم اللبنانية. كل المازات رائعة وبالاخص العصافير.. اول نظرة عالمطعم فكرتو رح يكون عادي لانو القعدة متواضعة ولكن من اطيب المطاعم .. خدمة سريعة كمان	4
مطعم شهير وقديم. جلسته رائعة ومتواضعة لكنها قريبة من الطريق العام وغير مزعجة..... طعامه شهي ورائع جدا لناحية النكهة والطعمة وجودة الطهي وحسن التقديم.. العصافير لديه رائعة جدا وطعمها شهي وجميع المشاوي لذيذة جدا.. المقبلات شهية جدا وانصح الجميع بزيارة مطعم السلطان	4
الطَّعَام لذيذ ، والطّبيعة ساحرة في المنطقة ، والأسعار مقبولة إجمالًا، لكنّ الخدمة سَيِّئَة جدًّا ، ولا يوجد تنظيم أو ترتيب في تقديم الطَّعَام	3
مطعم مميز بجميع ما يقدم من مشاوي ومازات ومناقيش من اهم اللحم بعجين التي تأكلها موجودة لديه. اطيب سندويشات المشاوي من شقف وكفتة لحمة نية طازجة ونطيفة. جلسته مريحة مطبخه نظيف ولديه فريق عمل محترف.	4
المكان جد مميز هو ملاصق لقلعة صيدا البحرية و يعانق البحر مما يجعلك تشعر بالتاريخ و الحداثة في وقت واحد . الاستقبال جد مميز . الخدمة رائعة من فريق متخصص اما الطعام فهو شهي و طازج. و بخاصة الأسماك و كل ذلك بسعر مدروس جداً  مطعم درجة أولى و اكثر بأسعار وسط ارغب بزيارته دوماً	5
اشهى وا طيب وارخص مطعم اهدني في بيت ستي المشهور بكبة النية والمازة اللبنانية والزغرتاوية والاهدنية و الديكور المزهر بألوان الربيع اللون الليلكي والزهري والازرق السماوي وشكرا	5
بالفعل مطعم كتير حلو الأكل بيشهي البركة كتير بتشرح الصدر إلى الأفضل والله جد مابعرف شو بدي احكي بيعجز الكلام بشكر الإدارة وكل العاملين فيه	5
ممتاز 100/100 مطعم مميز جدا بلقمتهو وبرامجه وخدماته وانا افضله عن بقيت المطاعم انتا نقضي وفى ممتع انا واصحابي عندما نكون فيه ونستمتع جدا لسماع الفنان وائل صعب	5
مطعم مميز باكلو وخدمته الرائعة وبرامجه الممتعة  وانا زبونة دائنه رغم أني أعيش في الاغتراب ولكن. اقضي شهر في لبنان وشهر خارج لبنان وعندما ادعي أصحابي لقضاء اجمل السهر في اوتل لا رويا مطعم شهريار تكون سهرتنا مميزه جداً جداً .	5
مطعم روعة... كنت معزومة على صهرة على حركة الحج مبارح، الدكور والاكل والبروغرام روعة مقارنة بالسعر! برافو يهني الادارة على هالمطعم والسرفيس...@احلي استقبال واطيب لقمه	5
اطيب المطاعم. وقعدة روعة........ الاكل كتير طيب وكلو fresh والخدمة سريعة.... اطيب خبز سخن.. واطيب فواكه وحلوايات..... اركيلة طيبة كمان …	5
مطعم شرقي لبناني بامتياز....... يتمتع بجلسة رائعة في منطقة دلب بكفيا....... طعامه شهي ورائع ونكهته مميزة..... سرعة في الخدمة..... نظافة في المطعم.....	4
اشهى وا طيب وارخص مطعم اهدني في بيت ستي المشهور بكبة النية والمازة اللبنانية والزغرتاوية والاهدنية و الديكور المزهر بألوان الربيع اللون الليلكي والزهري والازرق السماوي وشكرا	5
كل التقدير والشكر على الجودة والطعم الرائع،كان يوجد فرع العبدلله في محلة كورنيش المزرعة وأغلق منذ فترة طويلة وشدة الإستغراب أن الفرع قد حقق نجاح مبهر قبل اغلاقه . فهل ستطيل فترة إغلاقه أكثر؟ في ظل هذا الوقت هل يوجد خدمة التوصيل إلى منطقة البربير؟ وشكراً	5
مطعم ابدا مش منيح ما حدن بيجي بياخد الطلبية ولا شي مطعم سيء جدا جدا واكله ابدا مش طيب لقد نطرنا ساعتين ما حدا مرق وسالنا شو بدكن تطلبون من الماتر	1
مطعم ذوق راقي وجميل وقعده ولا اروع الاكل اكثر من روعه نفس الاكل في دول الخليج من ناحية النكهه والطعم مثل اكل السعوديه والكويت واختم شكري وتقدير لروم سيرفس من ناحية المعامله والخدمه ممتازه	5
طلبت مندي لحم و مرقة لحم و سلطة جرجير.. المندي بيكفي لتلات وجبات و سلطة الجرجير و الصوص كمان ... ذكرني بايام المندي في بلادي اليمن .. حبيتو😍	5
اطيب مطعم كبسه بخلده..رز برياني وصيني ومندي.. كاري /حر /لحمه او دجاج كريم وشعبي واسعاره مقبوله ما حدا بيندم اذا اكل عنده واكيد بيرجع بعيدها	5
